,id,uri,title,artist,duration_ms,explicit,track_number,release_date,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,mode,tempo,lyrics
11,0PiRp1VzEBHp68wY1M7zMs,spotify:track:0PiRp1VzEBHp68wY1M7zMs,are you sure?,Loote,204920,False,5,2019-06-14,54,0.579,0.618,0,-6.433,0.0473,0.42,0.0,0.109,0.285,1,106.087,"​are you sure? Lyrics[Verse 1]
I had this nightmare
You woke up one morning and changed your mind
I have irrational fears we've talked over a hundred times
I love you carefully, cautious of how deeply I dive
Though I know you mean it
It’s hard to believe that you're on my side

[Pre-Chorus]
So drive slow when I'm sitting shotgun
Dive slow into new things
There’s pain that I've learned a lot from
I'll help you if you help me
I get so caught in the moment
And I jump ahead of myself
When you say you can't see yourself with anyone else
[Chorus]
Are you sure? Are you sure?
'Cause I don't want to let you down
This might hurt, this might hurt
'Cause we're so high off the ground
So drive slow when I’m sitting shotgun
Dive slow into new things
There’s pain that I've learned a lot from
I’ll help you if you help me
So drive slow when I'm sitting shotgun
Dive slow into new things
There's pain that I've learned a lot from
I’ll help you if you help me

[Verse 2]
I'm wide awake and you're still here in the morning
You're asleep, oh
I have irrational fears we've fought about on repeat
'Cause I'm not used to people saying what they mean
It's all I want, so don't give up on me, woah

[Pre-Chorus]
Just drive slow when I'm sitting shotgun
Dive slow into new things
There's pain that I've learned a lot from
I'll help you if you help me
I get so caught in the moment
And I jump ahead of myself
When you say you can't see yourself with anyone else
You might also like[Chorus]
Are you sure? Are you sure?
'Cause I don't want to let you down
This might hurt, this might hurt
'Cause we're so high off the ground
So drive slow when I'm sitting shotgun
Dive slow into new things
There's pain that I've learned a lot from
I'll help you if you help me (Are you sure? Are you sure?)
So drive slow when I'm sitting shotgun
Dive slow into new things
There's pain that I've learned a lot from
I'll help you if you'll help me (I don't want to let you down)

[Post-Chorus]
Drive slow when I'm sitting shotgun
(I don't want to let you down)
Dive slow into new things
(This might hurt, this might hurt)
Drive slow when I'm sitting shotgun
('Cause we're so high off the ground)
Dive slow into new things
This might hurt, this might hurt
'Cause we're so high off the ground

[Outro]
I had this nightmare
You woke up one morning and changed your mind
But my love is blind
Are you sure?Embed"
12,2n2tPa9LxG7lSnddoKKCf2,spotify:track:2n2tPa9LxG7lSnddoKKCf2,Homesick,Will Jay,158265,False,1,2019-08-29,30,0.596,0.426,0,-9.777,0.0689,0.86,1.76e-05,0.183,0.283,1,77.363,"Homesick Lyrics[Verse 1]
All of my friends moved away
To somewhere bigger, better
Maybe they had no reason to stay
But I still remember
The weekends we'd be on my bedroom floor
Hear the music they don't play no more
It still feels like yesterday

[Chorus]
I get homesick in my hometown
'Cause everything looks different now
And it all changed, I don't know why
Then again, so did I, did I, did I
So did I, did I, did I
So did I, did I, did I
So did I, did I, did I
[Verse 2]
Don't know what else I can say
Guess I felt entitled thinking
My street would always be the same
I know it's been a while
But what's with all these apartments now?
Half the houses here have been torn down
Look what time did to this place

[Chorus]
I get homesick in my hometown
'Cause everything looks different now
And it all changed, I don't know why
Then again, so did I, did I, did I
So did I, did I, did I
So did I, did I, did I
So did I, did I, did I

[Bridge]
I don't recognize my parents' house
They moved the furniture around
Funny how nothing looks more different
When I look in the mirror now

[Chorus]
I get homesick in my hometown
'Cause everything looks different now
And it all changed, I don't know why
Then again, so did I, did I, did I (So did I)
So did I, did I, did I (So did I)
So did I, did I, did I (So did I)
So did I, did I, did I
You might also like[Outro]
So did I, did I, did I
So did I, did I, did I
So did I, did I, did I
So did I, did I, did IEmbed"
13,6nozDLxeL0TE4MS9GqYU1v,spotify:track:6nozDLxeL0TE4MS9GqYU1v,I Knew I Loved You,Savage Garden,250360,False,3,1999-11-09,71,0.61,0.497,9,-9.88,0.0279,0.32,6.11e-05,0.0884,0.739,1,85.031,"I Knew I Loved You Lyrics[Intro]
Mmm
Ooh, oh

[Verse 1]
Maybe it's intuition
But some things you just don't question
Like in your eyes, I see my future in an instant
And there it goes, I think I've found my best friend

[Pre-Chorus]
I know that it might sound more than a little
Crazy, but I believe...
[Chorus]
I knew I loved you before I met you
I think I dreamed you into life
I knew I loved you before I met you
I have been waiting all my life

[Verse 2]
There's just no rhyme or reason
Only this sense of completion
And in your eyes, I see the missing pieces (I'm searching for)
I think I found my way home

[Pre-Chorus]
I know that it might sound more than a little
Crazy, but I believe...

[Chorus]
I knew I loved you before I met you
I think I dreamed you into life
I knew I loved you before I met you
I have been waiting all my life

[Bridge]
Ooh, ooh-ooh
Oh, oh-oh, oh
A thousand angels dance around you
Ooh, ooh-ooh
Oh, oh-oh, oh
I am complete now that I've found you
You might also like[Chorus]
I knew I loved you before I met you
I think I dreamed you into life
I knew I loved you before I met you
I have been waiting all my life
I knew I loved you before I met you
I think I dreamed you into my life
I knew I loved you before I met you
I have been waiting all my life

[Outro]
I knew I loved you before I met you (Ooh, ooh-ooh, ooh)
I knew I loved you
I knew I loved you before I met you (Ooh, ooh-ooh, ooh)
I knew I loved you
I knew I loved you before I met you (Oh, oh, oh, oh, oh, oh)
I knew I loved you before I met you (Yeah, yeah, oh)
I knew I loved you7Embed"
14,46n2EGFnPC3tzWCN1Aqe26,spotify:track:46n2EGFnPC3tzWCN1Aqe26,This I Promise You,*NSYNC,284760,False,6,2000-03-21,67,0.55,0.587,2,-6.279,0.0329,0.354,0.0,0.128,0.466,1,165.975,"This I Promise You Lyrics[Intro: Justin]
Oh oh oh oh
Oh ooh...

[Verse 1: Justin]
When the visions around you
Bring tears to your eyes
And all that surrounds you
Are secrets and lies
I'll be your strength
I'll give you hope
Keeping your faith when it's gone
The one you should call
Was standing there all along...
[Chorus: All & Justin]
And I will take you in my arms
And hold you right where you belong
'Til the day my life is through
This I promise you
This I promise you

[Verse 2: JC & All]
I've loved you forever
In lifetimes before
And I promise you never
Will you hurt anymore
I give you my word
I give you my heart (give you my heart...)
This is a battle we've won
And with this vow
Forever has now begun...

[Chorus: All, Justin & JC]
Just close your eyes (close your eyes)
Each loving day (each loving day)
I know this feeling won't go away (no)
'Til the day my life is through
This I promise you
This I promise you...
You might also like[Bridge: JC & All]
Over and over I fall...
(Over and over I fall)
When I hear you call
Without you in my life, baby
I just wouldn't be living at all...

[Chorus: All & JC]
And I will take you in my arms
(I will take you in my arms)
And hold you right where you belong
(Right where you belong)
'Til the day my life is through
This I promise you, babe...
Just close your eyes
Each loving day (each loving day)
I know this feeling won't go away (no)
Every word I say is true
This I promise you...

[Outro: Justin]
Every word I say is true
This I promise you
Ooh, I promise you...5Embed"
15,7HhKuJbtiNbZsEDLNQvOnH,spotify:track:7HhKuJbtiNbZsEDLNQvOnH,If You're Not The One,Daniel Bedingfield,257306,False,5,2002-01-01,64,0.687,0.537,10,-7.631,0.0294,0.566,0.0,0.107,0.265,1,120.03,"If You’re Not the One Lyrics[Verse 1]
If you're not the one, then why does my soul feel glad today?
If you're not the one, then why does my hand fit yours this way?
If you are not mine, then why does your heart return my call?
If you are not mine, would I have the strength to stand at all?

[Pre-Chorus]
I never know what the future brings
But I know you're here with me now
We'll make it through
And I hope you are the one I share my life with
[Chorus]
I don't wanna run away, but I can't take it, I don't understand
If I'm not made for you, then why does my heart tell me that I am?
Is there any way that I can stay in your arms?

[Verse 2]
If I don't need you, then why am I crying on my bed?
If I don't need you, then why does your name resound in my head?
If you're not for me, then why does this distance maim my life?
If you're not for me, then why do I dream of you as my wife?

[Pre-Chorus]
I don't know why you're so far away
But I know that this much is true
We'll make it through
And I hope you are the one I share my life with
And I wish that you could be the one I die with
And I'm praying you're the one I build my home with
I hope, I love you all my life

[Chorus]
I don't wanna run away, but I can't take it, I don't understand
If I'm not made for you, then why does my heart tell me that I am?
Is there any way that I can stay in your arms?

[Bridge]
'Cause I miss you, body and soul so strong that it takes my breath away
And I breathe you into my heart and pray for the strength to stand today
'Cause I love you, whether it's wrong or right
And though I can't be with you tonight
You know my heart is by your side
You might also like[Chorus]
I don't wanna run away, but I can't take it, I don't understand
If I'm not made for you, then why does my heart tell me that I am?
Is there any way that I can stay in your arms?2Embed"
17,5p0ietGkLNEqx1Z7ijkw5g,spotify:track:5p0ietGkLNEqx1Z7ijkw5g,My Love,Westlife,231760,False,1,2000,71,0.491,0.593,0,-5.975,0.0255,0.098,0.0,0.257,0.328,1,144.142,"My Love Lyrics[Verse 1]
An empty street, an empty house
A hole inside my heart
I'm all alone, the rooms are getting smaller
I wonder how, I wonder why
I wonder where they are
The days we had, the songs we sang together
Oh yeah

[Pre-Chorus]
And oh, my love
I'm holding on forever
Reaching for the love that seems so far
[Chorus]
So I say a little prayer
And hope my dreams will take me there
Where the skies are blue
To see you once again, my love
Overseas from coast to coast
To find a place I love the most
Where the fields are green
To see you once again, my love

[Verse 2]
I try to read, I go to work
I'm laughing with my friends
But I can't stop, to keep myself from thinking, oh no
I wonder how, I wonder why
I wonder where they are
The days we had the songs, we sang together
Oh yeah

[Pre-Chorus]
And oh, my love
I'm holding on forever
Reaching for the love that seems so far

[Chorus]
So I say a little prayer
And hope my dreams will take me there
Where the skies are blue
To see you once again, my love
Overseas from coast to coast
To find a place I love the most
Where the fields are green
To see you once again
You might also like[Bridge]
To hold you in my arms
To promise you my love
To tell you from the heart
You're all I'm thinking of
I'm reaching for the love that seem so far

[Chorus]
(So) So I say a little prayer
And hope my dreams will take me there
Where the skies are blue
To see you once again, my love
Overseas from coast to coast
To find a place I love the most
Where the fields are green
To see you once again (My love)

[Outro]
So I say a little prayer
And hope my dreams will take me there
Where the skies are blue
To see you once again (Oh, my love)
Overseas from coast to coast
To find a place I love the most
Where the fields are green
To see you once again, my love5Embed"
18,0Q7Jp3aCwfYnSnbMDoXWyR,spotify:track:0Q7Jp3aCwfYnSnbMDoXWyR,From This Moment On,Shania Twain,281533,False,5,1997-11-04,66,0.305,0.323,7,-9.396,0.0284,0.483,0.0,0.107,0.103,1,135.803,"From This Moment On Lyrics[Intro: Shania Twain]
I do swear that I'll always be there
I'd give anything and everything and I will always care
Through weakness and strength, happiness and sorrow
For better for worse, I will love you
With every beat of my heart

[Verse 1: Shania Twain, Bryan White, Both]
From this moment, life has begun
From this moment, you are the one
Right beside you is where I belong
From this moment on
From this moment, I have been blessed
I live only for your happiness
And for your love, I'd give my last breath
From this moment on
[Chorus 1: Shania Twain, Bryan White, Both]
I give my hand to you with all my heart
I can't wait to live my life with you, can't wait to start
You and I will never be apart
My dreams came true because of you

[Verse 2: Shania Twain & Bryan White]
From this moment, as long as I live
I will love you, I promise you this
There is nothing I wouldn't give
From this moment on
Ohh

[Chorus 2: Shania Twain, Bryan White, Both]
You're the reason I believe in love
And you're the answer to my prayers from up above
All we need is just the two of us
My dreams came true because of you

[Verse 3: Shania Twain & Bryan White]
From this moment, as long as I live
I will love you, I promise you this
There is nothing I wouldn't give
From this moment

[Outro: Shania Twain, Bryan White, Both]
I will love you (I will love you), as long as I live
From this moment on (On)
Mmm, mmmYou might also like4Embed"
19,4DdXHK3z3vb7kPNIisCp3K,spotify:track:4DdXHK3z3vb7kPNIisCp3K,More than Words,Westlife,234840,False,12,1999-11-01,59,0.674,0.301,6,-9.689,0.0264,0.553,0.0,0.107,0.462,1,94.0,"More Than Words Lyrics[Verse 1]
Saying I love you
Is not the words I want to hear from you
It's not that I want you
Not to say but if you only knew
How easy it would be to show me how you feel

[Chorus]
More than words
Is all you have to do to make it real
Then you wouldn't have to say
That you love me 'cause I'd already know
[Post-Chorus]
What would you do if my heart was torn in two
More than words to show you feel
That your love for me is real
What would you say if I took those words away
Then you couldn't make things new
Just by saying I love you

[Bridge]
It's more than words
It's more than what you say
It's the things you do, oh yeah
It's more than words
It's more than what you say
It's the things you do, oh yeah

[Verse 3]
Now that I've tried to
Talk to you and make you understand
All you have to do is close your eyes
And just reach out your hands
And touch me
Hold me close, don't ever let me go

[Chorus]
More than words
Is all I ever needed you to show
Then you wouldn't have to say that you love me
'Cause I'd already know
You might also like[Post-Chorus]
What would you do if my heart was torn in two? (What would you do?)
More than words to show you feel
That your love for me is real
What would you say if I took those words away? (What would you say?)
Then you couldn't make things new (No, no)
Just by saying I love you1Embed"
20,046MBhhgQJJghnbgZCkaAR,spotify:track:046MBhhgQJJghnbgZCkaAR,I Need You,LeAnn Rimes,229826,False,2,2001-01-30,61,0.478,0.736,7,-7.124,0.0367,0.02,9.58e-05,0.118,0.564,1,144.705,"I Need You Lyrics[Verse 1]
I don't need a lot of things
I can get by with nothing
But all the blessings life can bring
I've always needed something
But I've got all I want when it comes to loving you
You're my only reason
You're my only truth

[Chorus]
I need you like water, like breath, like rain
I need you like mercy from Heaven's gate
There's a freedom in your arms
That carries me through
I need you
[Verse 2]
You're the hope that moves me
To courage again, oh yeah
You're the love that rescues me
When the cold winds rage
And it's so amazing
'Cause that's just how you are
And I can't turn back now
'Cause you've brought me too far

[Chorus]
I need you like water, like breath, like rain
I need you like mercy from Heaven's gate
There's a freedom in your arms
That carries me through
I need you
Oh, yes I do, oh
I need you like water, like breath, like rain
I need you like mercy from Heaven's gate
There's a freedom in your arms and it carries me through
I need you

[Outro]
Oh, yes I do
I need you
I need you, oh
I need youYou might also like3Embed"
22,6TG3PgiB2UPjUikcIaottM,spotify:track:6TG3PgiB2UPjUikcIaottM,Your Praise Goes On,Crowder,191047,False,9,2022-10-21,44,0.574,0.668,1,-6.408,0.0342,0.0714,0.0,0.112,0.286,1,120.968,"Your Praise Goes On LyricsA star in the sky, a Savior is born
Jesus, Messiah has come
What happened that night will ring on forever
Till every song has been sung

Your praise goes on never ending
Your praise goes on, how sweet is that sound
It’s been 2000 years, we’re still singing Your song
Hallelujah
Your praise goes on
The shepherds stood watch and three wisemen worshiped
The babe who assembled the earth
What happened that night away in a manger
Changed the whole universе

To the ends of the еarth let it ring out
Every tribe, every tongue come and sing now
Glory to God in the highest
All glory to God in the highestYou might also likeEmbed"
23,439tGS9rVbyTjj5SmneD56,spotify:track:439tGS9rVbyTjj5SmneD56,Yet Not I but Through Christ in Me,CityAlight,331838,False,1,2018-11-11,58,0.473,0.449,0,-8.63,0.0259,0.495,0.0,0.158,0.245,1,71.99,"Yet Not I but Through Christ in Me Lyrics[Verse 1]
What gift of grace is Jesus, my redeemer
There is no more for heaven now to give
He is my joy, my righteousness, and freedom
My steadfast love, my deep and boundless peace

[Chorus 1]
To this I hold, my hope is only Jesus
For my life is wholly bound to His
Oh, how strange and divine, I can sing: All is mine!
Yet not I, but through Christ in me
[Verse 2]
The night is dark but I am not forsaken
For by my side, the Saviour He will stay
I labour on in weakness and rejoicing
For in my need, His power is displayed

[Chorus 2]
To this I hold, my Shepherd will defend me
Through the deepest valley, He will lead
Oh, the night has been won, and I shall overcome
Yet not I, but through Christ in me

[Verse 3]
No fate I dread, I know I am forgiven
The future sure, the price it has been paid
For Jesus bled and suffered for my pardon
And He was raised to overthrow the grave

[Chorus 3]
To this I hold, my sin has been defeated
Jesus now and ever is my plea
Oh, the chains are released, I can sing: I am free!
Yet not I, but through Christ in me

[Verse 4]
With every breath, I long to follow Jesus
For He has said that He will bring me home
And day by day I know He will renew me
Until I stand with joy before the throne
You might also like[Chorus 4]
To this I hold, my hope is only Jesus
All the glory evermore to Him
When the race is complete, still my lips shall repeat:
Yet not I, but through Christ in me!
To this I hold, my hope is only Jesus
All the glory evermore to Him
When the race is complete, still my lips shall repeat:
Yet not I, but through Christ in me!

[Outro]
When the race is complete, still my lips shall repeat:
Yet not I, but through Christ in me!
Yet not I, but through Christ in me!
Yet not I, but through Christ in me!Embed"
24,0GWYckPQ2mTA4ihMXTeTao,spotify:track:0GWYckPQ2mTA4ihMXTeTao,Blessed Assurance,CityAlight,345800,False,4,2016-12-04,43,0.453,0.628,9,-6.316,0.0324,0.409,0.0,0.688,0.184,1,145.892,"Blessed Assurance Lyrics[Verse 1]
All my attempts to be satisfied were vain and empty
Until the moment You rescued me and Your love filled me
My soul sings, now my soul sings

[Chorus]
What blessed assurance
I've found in You, I've found in You
I won't be shaken, I will not be moved
How steadfast Your strong hand
Is keeping me, is keeping me
I won't be shaken, I will not be moved
O blessed assurance
[Verse 2]
No other love that I've ever known compares to You, God
No other love that I've ever found has done what You've done
My soul sings, now my soul sings

[Chorus]
What blessed assurance
I've found in You, I've found in You
I won't be shaken, I will not be moved
How steadfast Your strong hand
Is keeping me, is keeping me
I won't be shaken, I will not be moved
O blessed assurance

[Bridge]
Ever my anchor, ever my strength
Ever my portion, and all I need
Ever my healing, ever my hope
Ever the truth that leads me home
That leads me home

[Chorus]
What blessed assurance
I've found in You, I've found in You
I won't be shaken, I will not be moved
How steadfast Your strong hand
Is keeping me, is keeping me
I won't be shaken, I will not be moved
Oh, what blessed assurance
I've found in You, I've found in You
I won't be shaken, I will not be moved
How steadfast Your strong hand
Is keeping me, is keeping me
I won't be shaken, I will not be moved
O blessed assuranceYou might also likeEmbed"
25,6ylhMPeBV9kF5dYvBAO2tQ,spotify:track:6ylhMPeBV9kF5dYvBAO2tQ,Christ Is Enough,Hillsong Worship,320986,False,3,2013-06-28,59,0.366,0.812,11,-4.609,0.034,0.00946,0.0,0.292,0.241,1,79.962,"Christ Is Enough LyricsChrist is my reward and all of my devotion
Now there's nothing in this world that could ever satisfy
Through every trial my soul will sing
No turning back I've been set free

Christ is enough for me
Christ is enough for me
Everything I need is in You
Everything I need

Christ my all in all the joy of my salvation
And this hope will never fail heaven is our home
Through every storm my soul will sing
Jesus is here to God be the glory
I have decided to follow Jesus
No turning back, no turning back
I have decided to follow Jesus
No turning back, no turning back

The cross before me the world behind me
No turning back, no turning back
The cross before me the world behind me
No turning back, no turning backYou might also likeEmbed"
26,35BosqW1FoSsA3ccUM5H59,spotify:track:35BosqW1FoSsA3ccUM5H59,The Stand,Hillsong UNITED,294573,False,5,2012-02-14,33,0.347,0.875,2,-5.157,0.0491,0.00692,6.43e-06,0.707,0.197,1,143.978,"The Stand Lyrics[Verse 1]
You stood before creation
Eternity in Your Hand
You spoke the earth into motion
My soul now to stand

[Verse 2]
You stood before my failure
And carried the cross for my shame
My sin weighed upon Your Shoulders
My soul now to stand
[Pre-Chorus]
So what could I say?
And what could I do?
But offer this heart, Oh God
Completely to You

[Verse 3]
So I'll walk upon salvation
Your Spirit alive in me
This life to declare Your Promise
My soul now to stand

[Pre-Chorus]
So what could I say?
And what could I do?
But offer this heart, Oh God
Completely to You
So what could I say?
And what could I do?
But offer this heart, Oh God
Completely to You

[Chorus]
I'll stand
With arms high and heart abandoned
In awe of the One who gave it all
I'll stand
My soul Lord to You, surrendered
All I am is Yours
I'll stand
With arms high and heart abandoned
In awe of the One who gave it all
I'll stand
My soul Lord to You, surrendered
All I am is Yours
I'll stand
With arms high and heart abandoned
In awe of the One who gave it all
I'll stand
My soul Lord to You, surrendered
All I am is Yours
I'll stand
With arms high and heart abandoned
In awe of the One who gave it all
I'll stand
My soul Lord to You, surrendered
All I am is Yours
You might also like[Pre-Chorus]
So what could I say?
And what could I do?
But offer this heart, Oh God
Completely to YouEmbed"
