index,id,uri,title,artist,duration_ms,explicit,track_number,release_date,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,mode,tempo,raw_lyrics,sentiment
49,2oENJa1T33GJ0w8dC167G4,spotify:track:2oENJa1T33GJ0w8dC167G4,Fire Burning,Sean Kingston,239986,False,3,2009-09-07,71,0.839,0.804,1,-2.513,0.0329,0.0192,0.0,0.331,0.888,1,122.973,"[00:00.46]Somebody call 911
[00:03.07]Shawty fire burning on the dance floor
[00:06.14]
[00:14.70]Kingston
[00:16.16]Let’s Go
[00:16.70]Hey, hey, hey
[00:21.39]Red One
[00:22.51]Hey Hey
[00:24.38]Shawty got that super thing
[00:25.96]Hotter than the sun of south in spain
[00:27.98]Got me soon as I walked through the door
[00:32.22]My pocket started tickle-ing
[00:33.74]The way she dropped it low that thang
[00:35.68]Got me wanna spend my money on her, her
[00:39.67]
[00:39.93]She get it pop it lock it drop it,
[00:41.54]That birthday cake,
[00:43.40]Got a candle, need to blow that crazy flame away
[00:47.35]Now take my red, black card and my jewellery
[00:51.21]Shawty is cool like the fire,
[00:53.72]Cool like fire
[00:55.16]
[00:55.43]Somebody call 911
[00:57.51]Shawty fire burning on the dance floor
[01:00.99]Whoa
[01:02.97]I gotta cool her down
[01:05.06]She won't bring the roof to ground on the dance floor
[01:08.80]Whoa
[01:10.66]She’s fire burning, fire burning on the dance floor
[01:14.59]That little shawty’s fire burning on the dance floor
[01:18.47]She's fire burning fire burning on the dance floor
[01:22.41]That little shawty’s fire burning on the dance floor
[01:26.35]Fire burning fire burning
[01:30.93]
[01:34.76]That body is a masterpiece
[01:36.44]The order is one in every hundred years
[01:38.14]But ain’t no doubt i’m taking it home
[01:42.49]......
[01:44.18]Little mama game is about to change
[01:46.03]She’ll be on covers over the world
[01:49.08]
[01:49.85]She get it pop it lock it drop it that birthday cake
[01:53.65]Got a candle need to blow that crazy flame away
[01:57.53]Take my red, black card and my jewellery
[02:01.44]Shawty is cool like the fire
[02:03.92]Cool like fire
[02:05.36]
[02:05.63]Somebody call 911
[02:07.77]Shawty fire burning on the dance floor
[02:11.23]Whoa
[02:13.20]I gotta cool her down
[02:15.48]She won't bring the roof to ground on the dance floor
[02:19.02]Whoa
[02:20.97]She’s fire burning, fire burning on the dance floor
[02:24.84]That little shawty’s fire burning on the dance floor
[02:28.72]She's fire burning, fire burning on the dance floor
[02:32.61]That little shawty’s fire burning on the dance floor
[02:36.27]
[02:36.61]She got that fire in her dance that’ll make them fella’s run around
[02:42.71]Hey
[02:44.94]No exit from the dance floor so them boys want more
[02:50.52]Hey
[02:52.14]She got that fire in her dance that’ll make them fella’s run around
[02:56.72]..... get outta my way , everybody, sing it now
[03:00.57]No exit from the dance floor so them boys want more
[03:04.58]
[03:07.87]She get it pop it lock it drop it that birthday cake
[03:11.95]Got a candle need to blow that crazy flame away
[03:15.62]Take my red , black card and my jewellery
[03:19.49]Shawty is cool like the fire
[03:21.96]Cool like fire
[03:23.37]
[03:23.64]Somebody call 911
[03:25.96]Shawty fire burning on the dance floor
[03:29.27]Whoa
[03:31.24]I gotta cool her down
[03:33.44]She won't bring the roof to ground on the dance floor
[03:37.08]Whoa
[03:39.03]She’s fire burning, fire burning on the dance floor
[03:42.88]That little shawty’s fire burning on the dance floor
[03:46.75]She's fire burning, fire burning on the dance floor
[03:50.67]That little shawty’s fire burning on the dance floor
[03:54.24]
[03:54.61]Somebody call 911
[03:56.81]",sad
18,7q3vcf5XpYU6Y1iX4ZzHAk,spotify:track:7q3vcf5XpYU6Y1iX4ZzHAk,Sick,Adelitas Way,191653,False,2,2011-01-01,52,0.51,0.881,5,-3.718,0.0332,0.00839,0.0,0.122,0.385,0,100.002,"[00:22.65]I'm so sick of me, being sick of you,
[00:25.23]And the way you look, all the things you do,
[00:27.63]You drive me crazy,
[00:30.09]Drive me crazy
[00:32.32]Sick of being broke, can't pay the shit
[00:34.82]I'm about to snap, I can't handle it
[00:37.40]I'm doing crazy,
[00:39.71]Doing crazy (going crazy)
[00:42.34]
[00:43.53]If you're sick like me
[00:45.87]There's no stopping now,
[00:48.34]Try to break it up
[00:50.37]And just let it out
[00:52.85]If I was sick like you,
[00:55.40]I would feed the fire
[00:57.78]I would light it up
[00:60.00]And watch it all drop down
[01:05.30]
[01:10.60]I'm so sick of my life, it's the same old trip,
[01:13.22]Try to make it bend, but it never gives
[01:15.65]Look what you made me
[01:18.12](What you made me)
[01:20.29]Well I hate my boss, he's a little bitch
[01:22.89]If he keeps it up, I'll make him quit
[01:25.34]Or I'll go crazy
[01:27.59]I'm going crazy
[01:29.46]
[01:31.62]If you're sick like me
[01:33.83]There's no stopping now,
[01:36.31]Try to break it up
[01:38.34]And just let it out
[01:40.81]If I was sick like you,
[01:43.49]I would feed the fire
[01:45.89]I would light it up
[01:47.97]And watch it all drop down
[01:53.35]
[01:57.35](And watch it all drop down)
[02:03.05]
[02:08.10]I'm so sick of me, being sick of you,
[02:10.78]And the way you look, all the things you do,
[02:13.22]You drive me crazy,
[02:15.73]Drive me crazy
[02:17.70]Yeahhh!
[02:18.93]
[02:19.60]If you're sick like me
[02:21.78]There's no stopping now,
[02:24.34]Try to break it up
[02:26.28]And just let it out
[02:28.85]If I was sick like you,
[02:31.48]I would feed the fire
[02:33.92]I would light it up
[02:36.01]And watch it all drop down
[02:38.78]If you're sick like me,
[02:41.07]There's no stopping now
[02:43.49]There's no stopping now
[02:46.03]Watch it all drop down
[02:48.34]If you're sick like me
[02:50.69]Then you're sick like me!
[02:55.33]
",angry
44,26UAHeMVqrtWcoSXyo5qlq,spotify:track:26UAHeMVqrtWcoSXyo5qlq,I Don't Want To Say Goodbye,Various Artists,192920,False,10,2005-01-01,33,0.335,0.369,7,-10.184,0.0295,0.542,0.00843,0.313,0.329,1,200.078,"[00:15.69]I don't want to say goodbye
[00:22.87]Let the stars shine through.
[00:29.92]I don't want to say goodbye
[00:36.93]All I want to do is love with you.
[00:44.32]Just like the light of the morning
[00:51.46]After the darkness has gone
[00:58.67]The shadow of my love is falling
[01:05.48]On a place where the sun always shone.
[01:11.32]Don't you know that's where our hearts both belong?
[01:20.39]'Cause I don't want to say goodbye.
[01:27.53]Let the stars shine through.
[01:34.19]No, I don't want to say goodbye
[01:41.85]All I want to do is live with you.
[01:48.05]
[02:10.95]Together our two hearts are strong
[02:15.98]Don't you know know that's where our hearts both belong?
[02:24.59]'Cause I don't want to say goodbye
[02:32.22]Let the stars shine through.
[02:39.43]I don't want to say goodbye
[02:46.69]All I want to do is live with you
[02:53.94]All I want to do is live with you
[03:02.64]
",relaxed
80,1QQgmN383kUqjioRoTSfF3,spotify:track:1QQgmN383kUqjioRoTSfF3,Motorbreath (Remastered),Metallica,187840,False,3,1983-07-25,51,0.289,0.938,1,-6.083,0.163,0.000116,0.0615,0.106,0.349,1,173.882,"[00:24.50]Living and dying laughing and crying
[00:27.50]Once you have seen it you will never be the same
[00:30.50]Life in the fast lane is just how it seems
[00:32.50]Hard and it is heavy dirty and mean
[00:38.50]Motorbreath
[00:39.50]Its how I live my life
[00:41.50]I can't take it any other way
[00:43.50]Motorbreath
[00:45.50]The sign of living fast
[00:46.50]It is going to take
[00:47.50]Your breath away
[01:00.50]Don't stop for nothing its full speed or nothing
[01:03.50]I am taking down you know whatever is in my way
[01:06.50]Getting your kicks as you are shooting the line
[01:08.50]Sending the shivers up and down your spine
[01:14.50]Motorbreath
[01:15.50]Its how I live my life
[01:17.50]I can't take it any other way
[01:19.50]Motorbreath
[01:21.50]The sign of living fast
[01:22.50]It is going to take
[01:24.50]Your breath away
[02:01.50]Those people who tell you not to take chances
[02:03.50]They are all missing on what life is about
[02:05.50]You only live once so take hold of the chance
[02:08.50]Don't end up like others the same song and dance
[02:14.50]Motorbreath
[02:15.50]Its how I live my life
[02:17.50]I can't take it any other way
[02:19.50]Motorbreath
[02:21.50]The sign of living fast
[02:22.50]It is going to take
[02:24.50]Your breath away
",angry
39,7yXR5wJJ149XO2Y7BWHgkF,spotify:track:7yXR5wJJ149XO2Y7BWHgkF,Remember the Day,Animal Alpha,166333,False,10,2005-09-05,8,0.224,0.0391,6,-24.681,0.0373,0.969,0.0172,0.241,0.0376,1,144.733,"[00:14.70]She's walking alone, walking by the river
[00:24.43]Amazing how it moves, waves, they are dancing
[00:33.92]
[00:34.67]She used to dance, she used to dance with him
[00:41.28]
[00:44.04]Remember the day the music box stopped playing
[00:52.97]
[00:54.90]What would she have done if his body floated up?
[01:03.86]
[01:04.41]She used to float, she used to float with him
[01:10.94]
[01:14.35]She used to eat, used to sleep with him, with him
[01:32.53]
[01:39.77]She's walking alone, walking by the river
[01:49.06]
[01:49.87]Amazing how it moves, the gun to her forehead
[01:59.20]
[02:00.20]She used to move, she used to move him
[02:06.21]
[02:10.42]She used to be, she used to be her, be her
",sad
81,1ExfPZEiahqhLyajhybFeS,spotify:track:1ExfPZEiahqhLyajhybFeS,The Lazy Song,Bruno Mars,189109,False,5,2010-10-05,71,0.794,0.711,8,-5.124,0.0699,0.3,0.0,0.0955,0.955,0,174.915,"[00:06.08]Today I don’t feel like doing anything
[00:11.23]I just wanna lay in my bed
[00:16.34]Don’t feel like picking up my phone
[00:18.99]So leave a message at the tone
[00:21.70]Cause today I swear I’m not doing anything
[00:26.09]
[00:26.74]I’m gonna kick my feet up and stare at the fan
[00:29.84]Turn the TV on, throw my hand in my pants
[00:32.97]Nobody’s gon tell me I can’t
[00:37.49]I’ll be lounging on the couch just chilling in my snuggie
[00:41.05]Click to MTV so they can teach me how to dougie
[00:43.56]Cause in my castle I’m the freaking man
[00:48.43]Yes I said it
[00:50.78]I said it
[00:52.12]I said it cause I can
[00:54.87]Today I don’t feel like doing anything
[01:00.29]I just wanna lay in my bed
[01:05.59]Don’t feel like picking up my phone
[01:08.04]So leave a message at the tone
[01:10.86]Cause today I swear I’m not doing anything
[01:15.18]Nothing at all
[01:21.06]Nothing at all
[01:22.68]
[01:27.19]Tomorrow I’ll wake up do some P90X
[01:30.49]Meet a really nice girl have some really nice sex
[01:33.22]And she’s gonna scream out “this is great”
[01:36.88](Oh my god, this is great)
[01:37.62]I might mess around and get my college degree
[01:41.07]I bet my old man would be so proud of me
[01:43.74]But sorry pops you’ll just have to wait
[01:48.01]Yes I said it
[01:50.53]I said it
[01:52.05]I said it cause I can
[01:54.66]Today I don’t feel like doing anything
[02:00.54]I just wanna lay in my bed
[02:05.59]Don’t feel like picking up my phone
[02:08.05]So leave a message at the tone
[02:10.86]Cause today I swear I’m not doing anything
[02:15.01]
[02:15.76]No I ain’t gonna comb my hair
[02:18.83]Cause I ain’t going anywhere
[02:21.91]
[02:27.42]I’ll just strut in my birthday suit
[02:29.97]And let everything hang loose
[02:32.76]
[02:37.78]Today I don’t feel like doing anything
[02:43.99]I just wanna lay in my bed
[02:49.30]Don’t feel like picking up my phone
[02:51.97]So leave a message at the tone
[02:54.61]Cause today I swear I’m not doing anything
[02:59.52]Nothing at all
[03:04.36]Nothing at all
[03:09.91]Nothing at all
[03:11.87]
",happy
35,6f3H0zbLEacszkDZAKv6IG,spotify:track:6f3H0zbLEacszkDZAKv6IG,Cry,James Blunt,246413,False,9,2005-08-08,39,0.499,0.583,7,-9.191,0.0322,0.464,0.00747,0.0971,0.194,1,151.999,"[00:30.78]I have seen peace. I have seen pain,
[00:37.99]Resting on the shoulders of your name.
[00:43.20]Do you see the truth through all their lies?
[00:50.12]Do you see the world through troubled eyes?
[00:57.69]And if you want to talk about it anymore,
[01:04.70]Lie here on the floor and cry on my shoulder,
[01:18.36]I'm a friend.
[01:19.69]
[01:21.05]I have seen birth. I have seen death.
[01:28.34]Lived to see a lover's final breath.
[01:33.62]Do you see my guilt? Should I feel fright?
[01:40.45]Is the fire of hesitation burning bright?
[01:48.06]And if you want to talk about it once again,
[01:55.05]On you I depend. I'll cry on your shoulder.
[02:08.49]You're a friend.
[02:10.30]
[02:12.97]You and I have been through many things.
[02:18.47]I'll hold on to your heart.
[02:25.76]I wouldn't cry for anything,
[02:31.85]But don't go tearing your life apart.
[02:37.69]
[02:39.77]I have seen fear. I have seen faith.
[02:47.04]Seen the look of anger on your face.
[02:54.13]And if you want to talk about what will be,
[03:01.22]Come and sit with me, and cry on my shoulder,
[03:14.73]I'm a friend.
[03:19.30]And if you want to talk about it anymore,
[03:26.27]Lie here on the floor
[03:31.03]and cry on my shoulder once again,
[03:43.68]cry on my shoulder,
[03:52.40]I'm a friend.
[03:54.44]",sad
45,6SwSpU5R1r3gNC6vFsizz5,spotify:track:6SwSpU5R1r3gNC6vFsizz5,The Enemy,Roadrunner United,285013,False,2,2005-10-10,32,0.533,0.997,8,-4.323,0.225,0.000208,1.42e-05,0.11,0.0558,1,115.103,"[00:56.25]I finally found myself
[00:58.68]I tried to erase all this hate from my body
[01:02.87]I tried to end all the lies, all the pain that I caused everyone
[01:09.06]But it all seemed so fucking useless
[01:16.25]I can't forgive
[01:18.06]
[01:19.12]And I can't forget
[01:22.19]
[01:23.31]Don't you know who the fuck I am
[01:27.51]I'm the enemy
[01:30.82]I've lived a life of regret
[01:34.19]I've had this burden of guilt suffocating
[01:42.44]
[01:45.19]It's time to shed this disguise
[01:48.06]And it's time to rise and destroy
[01:52.07]Everyone in my fucking path
[02:00.25]I can't forgive
[02:06.76]
[02:08.07]And I can't forget
[02:11.13]
[02:12.37]Don't you know who the fuck I am
[02:17.01]I'm the enemy
[02:20.31]Take a good look at me
[02:24.81]
[03:01.50]I'm your enemy
[03:07.22]
[03:15.41]Don't try to make amends
[03:18.48]There's just no need to pretend it will all be ok
[03:21.35]You can try to run and you can try to hide
[03:25.23]But it's all fucking pointless
[03:30.04]
[03:33.10]I can't forgive
[03:35.36]And I can't forget
[03:37.16]
[03:43.47]Don't you know who the fuck I am
[03:46.67]I'm the enemy
",angry
41,6mCjOSXkABONouTVa6PQOy,spotify:track:6mCjOSXkABONouTVa6PQOy,Tell That Mick He Just Made My List of Things to Do Today,Fall Out Boy,210426,False,1,2003-05-06,48,0.444,0.963,1,-3.565,0.108,0.000617,0.0,0.202,0.418,0,197.073,"[00:00.00]Tell That Mick He Just Made My List Of Things To Do Today""
[00:24.20]Light that smoke, yeah, one for giving up on me
[00:29.12]And one just cause they’ll kill you sooner than my expectations
[00:34.27]To my favorite liar, to my favorite scar (to my favorite scar):
[00:39.64]“I could have died with you”
[00:45.13]I hope you choke on those words, that kiss, that bottle- {I} confess (So bury me in memory)
[00:54.72]Now ash yourself, yeah, out on the insides, {I} said I loved you but I lied
[01:03.79]
[01:04.51]Let’s play this game called “when you catch fire”
[01:09.07]I wouldn’t piss to put you out
[01:12.80]Stop burning bridges and drive off of them
[01:18.45]So I can forget about you
[01:23.67]So bury me in memory
[01:26.13]His smile’s your rope
[01:28.77]So wrap it tight around your throat
[01:44.11]On the drive home
[01:46.76]Joke about the kid you used to see
[01:49.43]And his jealousy
[01:51.31]Breaking hearts has never looked so cool
[01:55.79]As when you wrap your car around a tree
[01:58.51]Your makeup looks so great next to his teeth (his teeth)
[02:02.06]
[02:03.94]Let’s play this game called “when you catch fire”
[02:07.78]I wouldn’t piss to put you out, no
[02:12.73]Stop burning bridges and drive off of them
[02:17.29]So I can forget about you
[02:21.58]
[02:21.79]So bury me in memory
[02:24.35]His smile’s your rope
[02:27.17]So wrap it tight around your throat
[02:31.73]So bury me in memory
[02:34.32]His smile’s your rope
[02:36.64]So wrap it tight around your throat
[02:49.21]
[03:20.93]So bury me in memory around your throat
",angry
63,4nDQ70v1yJJnLGWa5WduI6,spotify:track:4nDQ70v1yJJnLGWa5WduI6,Keep Walking or I'll Kill You,Agnes Kain,214066,False,4,2007-01-01,1,0.664,0.17,7,-11.947,0.0408,0.834,0.0,0.149,0.441,1,124.934,"[00:17.17]it was your first day with us
[00:19.78]you said keep walking or i'll kill you
[00:24.44]it's such a shame you did to Jennifer
[00:28.51]her mother was such a talker
[00:32.09]and she talked about you
[00:35.64]and i felt sadness for you
[00:39.57]your parents never hugged you loved you
[00:43.46]and we saw your story
[00:46.86]all the burn-ups and bruises on your body
[00:51.09]you took your shirt off for the swimming race
[00:55.80]you just kept swimming
[00:58.08]you were quite good
[01:01.04]my father tried to help you
[01:03.43]we would have said we are sorry
[01:09.16]we were afraid that you might cry
[01:13.38]and boys dont cry ,no boys dont cry x3
[01:32.97]your first day back in the classroom
[01:37.00]we were only in the 3rd grade
[01:41.05]when your father died and went away
[01:45.11]it was the saddest side at your angel face
[01:52.65]and i would say i am sorry
[01:56.33]i was afraid that you might cry
[01:59.64]and boys dont cry ,no boys dont cry xn
[02:03.70]and boys dont cry please boys dont cry
",relaxed
62,2WPeycD6MA3Kqs8fsR5J8I,spotify:track:2WPeycD6MA3Kqs8fsR5J8I,Smoke,Tristan Prettyman,225053,False,9,2005-01-01,15,0.701,0.654,5,-5.318,0.0248,0.406,9.8e-06,0.186,0.666,1,101.94,"[00:16.00]My lullaby,hung out to dry
[00:26.00]What's up with that
[00:30.00]It's over
[00:36.00]Where are you dad
[00:41.00]Mum's lookin' sad
[00:46.00]What's up with that
[00:50.00]It's dark in here
[00:56.00]Why bleeding is breathing
[01:01.00]You're hiding , underneath the smoke in the room
[01:06.00]Try , bleeding is believing
[01:11.00]I used to
[01:17.00]My mouth is dry
[01:21.00]Forgot how to cry
[01:26.00]What's up with that
[01:31.00]You're hurting me
[01:37.00]I'm running fast
[01:42.00]Can't hide the past
[01:47.00]What's up with that
[01:51.00]You're pushing me
[01:57.00]Why , bleeding is breathing
[02:02.00]You're hiding , underneath the smoke in the room
[02:07.00]Try , bleeding is believing
[02:12.00]I used to
[02:18.00]I used to
[02:38.00]Why , bleeding is breathing
[02:43.00]You're hiding , underneath the smoke in the room
[02:49.00]Try , bleeding is breathing
[02:53.00]I saw you crawling on the floor
[02:58.00]Why , bleeding is breathing
[03:03.00]You're hiding , underneath the smoke in the room
[03:08.00]Try , bleeding is breathing
[03:13.00]I saw you crawling to the door
[03:19.00]Why , bleeding is breathing
[03:23.00]You're hiding , underneath the smoke in the room
[03:29.00]Try , bleeding is breathing
[03:34.00]I saw you falling on the floor
",happy
12,14uNag9MsyAxj8mlrhRCsv,spotify:track:14uNag9MsyAxj8mlrhRCsv,End of May,Keren Ann,211466,False,4,2003-09-28,27,0.599,0.159,7,-16.073,0.0294,0.704,0.00097,0.148,0.27,0,97.958,"[00:10.46]close your eyes and roll a tise
[00:14.98]under the pool there's a compormise
[00:20.05]if after all only left twice
[00:24.95]which lifes the wrong road to peridise
[00:29.87]don't say a word here comes the prake
[00:36.09]of the day
[00:39.48]and white clouds of sanderest by the wind
[00:45.66]of the end
[00:49.35]of May
[00:50.53]
[00:54.37]close your eyes and make a bed
[00:59.22]face to the glare of the sunset
[01:04.12]this is about it's forrest we get
[01:09.06]you haven't seen meet skys yet
[01:14.08]don't say a word here comes the prake
[01:20.15]of the day
[01:23.54]and white clouds of sanderest by the wind
[01:29.81]of the end
[01:33.30]of May
[01:34.52]
[01:43.16]close your eyes and make a wish
[01:48.12]under the stone there's a stone fish
[01:52.99]hold your bress menrow the dise
[01:57.56]it might be the wrong road to peridise
[02:03.03]don't say a word here comes the prake
[02:08.88]of the day
[02:12.39]and white clouds of sanderest by the wind
[02:18.57]of the end
[02:22.45]don't say a word here comes the prake
[02:28.41]of the day
[02:32.03]and white clouds of sanderest by the wind
[02:38.21]of the end
[02:41.86]of May
[02:43.88]
",relaxed
90,4MOBPIIRUgHTBAp0NpgLTm,spotify:track:4MOBPIIRUgHTBAp0NpgLTm,Where Are You Now,Britney Spears,279386,False,9,2000-05-16,40,0.636,0.489,9,-8.098,0.0263,0.337,0.0,0.291,0.297,1,125.616,"[00:01.00]Calling out your name
[00:04.00]Your face is everywhere
[00:08.00]I'm reaching out to you
[00:12.00]To find that you're not there
[00:16.00]I wake up every night
[00:19.00]To see the state I'm in
[00:23.00]It's like an endless fight
[00:27.00]I never seem to win
[00:30.00]
[00:33.00]I can't go on as long as I believe
[00:40.00]Can't let go when I keep wondering
[00:47.00]
[00:50.00]Where are you now, what have you found
[00:57.00]Where is your heart, when I'm not around
[01:05.00]Where are you now, you gotta let me know
[01:13.00]Oh baby, so I can let you go
[01:19.00]
[01:20.00]I can hear your voice
[01:24.00]The ring of yesterday
[01:28.00]It seems so close to me
[01:31.00]But yet so far away
[01:35.00]I should let it out
[01:39.00]To save what's left of me
[01:43.00]And close the doors of doubt
[01:47.00]Revive my dignity
[01:50.00]
[01:52.00]Bit, I can't go on as long as I believe
[02:00.00]Can't let go when I keep wondering
[02:09.00]
[02:10.00]Where are you now, what have you found
[02:17.00]Where is your heart, when I'm not around
[02:25.00]Where are you now, you gotta let me know
[02:34.00]Oh baby, so I can let you go
[02:39.00]
[02:56.00]I should let it out, it's time to let you go
[03:04.00]Oh baby, I just want to know
[03:09.00]
[03:42.00][03:11.00]Where are you now, what have you found
[03:49.00][03:18.00]Where is your heart, when I'm not around
[03:57.00][03:26.00]Where are you now, you gotta let me know
[04:06.00][03:35.00]Oh baby, so I can let you go
[04:11.00][03:40.00]
",sad
79,0iSpLQaC5B9Dm6wjVB6dYu,spotify:track:0iSpLQaC5B9Dm6wjVB6dYu,The Day I Died - Ford Lane Acoustic,Just Jack,232862,True,2,2021-10-08,17,0.578,0.372,4,-9.569,0.0418,0.772,0.0,0.114,0.501,1,79.513,"[00:07.50]Drag myself from my bed
[00:09.94]Around 20 past 6
[00:12.44]Get my kids up make breakfast
[00:14.61]1 egg 2 toast 3 weetabix
[00:17.25]
[00:17.87]And as i sit down i look up
[00:20.42]And your standing in the doorway sun at your back
[00:23.07]In my old brown dressing gown
[00:25.68]Well no one can love you more than i love you now, but i
[00:28.68]
[00:29.17]Gotta go running for the bus
[00:31.92]Coat flying and i try not to miss it this time
[00:34.72]But the drivers waiting and that’s strange
[00:37.79]Kids on the top deck quiet for a change
[00:40.73]And there’s no rain and no roadworks
[00:43.46]In the bus lane and all my hurts run away
[00:49.05]And im smiling as i’m punching in
[00:51.63]
[00:52.67]The day i died was the best day of my life
[00:58.67]The day i died was the best day of my life
[01:04.31]Tell my friends and my kids and my wife
[01:06.86]Everything will be alright
[01:10.29]The day i died was the best day of my life
[01:13.94]
[01:15.71]Now the secretaries they got a smile for me
[01:18.03]And the in-tray on my desks almost empty
[01:21.24]I get a memo from executive joe
[01:23.96]Saying Rob the gob is getting kicked out
[01:26.93]For embezzling funds from the company account
[01:29.59]And id be lying if i said i wasn’t chuffed
[01:32.74]Cos i always hated rob
[01:34.97]And now they’ll probably offer me robs old job
[01:38.09]
[01:38.52]And in the park at lunch
[01:39.71]There’s no whinos on my favorite bench
[01:41.86]None of that drunk chatter none of that pissy stench
[01:44.74]And the scrawny little pigeons with the gammy legs
[01:47.68]Decide to dive bomb from someone else’s sandwich instead
[01:50.56]And there’s something about the city today
[01:52.96]Like all the colors conspire to overwhelm the grey
[01:55.64]And this close to the fire i can feel no cold
[01:58.64]Put a rainbow halo around my soul
[02:01.43]
[02:02.14]The day i died was the best day of my life
[02:08.10]The day i died was the best day of my life
[02:13.91]Tell my friends and my kids and my wife
[02:16.17]Everything will be alright
[02:19.68]The day i died was the best day of my life
[02:23.10]
[02:24.67]So i leave work get to the high street and i miss my bus
[02:28.49]Should i wait for another no i cant be arsed
[02:32.00]I begin to walk
[02:33.23]And rush hour crowd seem to part like the red sea
[02:37.24]And i’m stopping at the offy
[02:38.60]20 cigarettes and a 6 pack to relax me
[02:42.54]And as i cross back over the street
[02:45.08]I guess i never saw that taxi
[02:47.08]
[03:11.72]The day i died was the best day of my life
[03:17.54]The day i died was the best day of my life
[03:23.30]Tell my friends and my kids and my wife
[03:25.61]Everything will be alright
[03:29.15]The day i died was the best day of my life
[03:32.85]
",happy
