,id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics,sentiment
222,3Z39gbqdaGL3WJXBG0gcuE,Telepath,Conan Gray,70,2021-10-29,0.606,0.819,9,-4.804,1,0.00298,0.0,0.0702,0.744,75.006,194973,4,"Telepath Lyrics[Verse 1]
Don't even finish that sentence, babe
Already know how this ends
You say, ""We're breakin' up,"" what a shame
Don't even wanna stay friends
God

[Pre-Chorus]
It's just so you, you're just so predictable
Won't you try something original?
Old news, reused, that's why I don't cry
[Chorus]
'Cause I got a feelin'
You're comin' back just like you have in the past
Yeah, I got a feelin'
You'll be sendin' me trash you shoulda left in the drafts
Yeah, I got a feelin'
You'll see me moving on and hate that I'm gone
I can see it, you're comin' back
Call me a telepath

[Verse 2]
Now's about the time the boredom hits (Oh, look)
There you are at my door
Drunk and asking me for a kiss
When yesterday you said that you hate my guts
Now you're back in love?

[Pre-Chorus]
It's so you, you're just so predictable
Won't you try something original?
Old news, reused, that's why I don't cry

[Chorus]
'Cause I got a feelin'
You're comin' back just like you have in the past
Yeah, I got a feelin'
You'll be sendin' me trash you should've left in the drafts
Yeah, I got a feelin'
You'll see me moving on and hate that I'm gone
I can see it, you're comin' back
Call me a telepath
You might also like[Bridge]
But I bet you, I bet you, I bet you, I bet you
I'll call you when I'm cryin', yeah
I bet you, I bet you, I bet you, I bet you'll
Return in perfect timing
And I won't stop you from tryin'

[Chorus]
'Cause I got a feelin'
You're comin' back just like you have in the past (Woah)
Yeah, I got a feelin'
You'll be sendin' me trash you should've left in the drafts
Yeah, I got a feelin' (Inside)
You'll see me moving on and hate that I'm gone
I can see it, you're comin' back (Oh-woah)
Call me a telepath

[Outro]
Call me a telepath, woah
Call me a telepath
Call me a telepath, oh
Call me a telepath50Embed",angry
223,7FwWRSAlhfyhbvybdfDUCe,High School Sweethearts,Melanie Martinez,71,2019-09-06,0.648,0.639,10,-6.415,0,0.453,0.0,0.283,0.44,94.033,311082,4,"High School Sweethearts Lyrics[Chorus]
Can we just be honest?
These are the requirements
If you think you can be my one and only true love
You must promise to love me
And damn it, if you fuck me over
I will rip your fucking face apart

[Verse 1]
Step one
You must accept that I'm a little out my mind
Step two
This is a waste if you can't walk me down the finish line
Step three
Give me passion, don't make fun of my fashion
Step four
Give me more, give me more, more
[Pre-Chorus]
If you can't handle a heart like mine
Don't waste your time with me
If you're not down to bleed, no, oh
If you can't handle the choking, the biting
The loving, the smothering
'Til you can't handle it no more, no more
Go home

[Chorus]
Can we just be honest?
These are the requirements
If you think you can be my one and only true love
You must promise to love me
And damn it, if you fuck me over
I will rip your fucking face apart

[Post-Chorus]
High school sweethearts, line up
Not trying to waste my time
High school sweethearts, shut up
If you're not my type
High school sweethearts, line up
Not trying to waste my time
High school sweethearts, shut up
If you're not my type
You might also like[Verse 2]
Step five
You can't be scared to show me off and hold my hand
Step six
If you can't put in work, I don't know what you think this fucking is
Step seven, this one goes to eleven
If you cheat, you will die, die

[Pre-Chorus]
If you can't handle a heart like mine
Don't waste your time with me
If you're not down to bleed, no, oh
If you can't handle the choking, the biting
The loving, the smothering
'Til you can't handle it no more, no more
Go home

[Chorus]
Can we just be honest?
These are the requirements
If you think you can be my one and only true love
You must promise to love me
And damn it, if you fuck me over
I will rip your fucking face apart

[Post-Chorus]
High school sweethearts, line up
Not trying to waste my time
High school sweethearts, shut up
If you're not my type
High school sweethearts, line up
Not trying to waste my time
High school sweethearts, shut up
If you're not my type
[Bridge]
Could you hold me through the night?
Put your lips all over my
Salty face when I start cryin'
Could you be my first time?
Eat me up like apple pie
Make me not wanna die
Love me rough and let me fly
Get me up, yeah, get me high
Tie me down, don't leave my side
Don't be a waste of my time

[Chorus]
Can we just be honest?
These are the requirements
If you think you can be my one and only true love
You must promise to love me
And damn it, if you fuck me over
I will rip your fucking face apart

[Post-Chorus]
High school sweethearts, line up
Not trying to waste my time
High school sweethearts, shut up
If you're not my type
High school sweethearts, line up
Not trying to waste my time
High school sweethearts, shut up
If you're not my type63Embed",sad
224,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,81,2010-01-01,0.755,0.837,2,-2.718,0,0.0991,0.0,0.289,0.714,120.028,199693,4,"TiK ToK Lyrics[Verse 1]
Wake up in the morning feelin' like P. Diddy (Hey, what up, girl?)
Grab my glasses, I'm out the door, I'm gonna hit this city (Let's go)
Before I leave, brush my teeth with a bottle of Jack
'Cause when I leave for the night, I ain't coming back

[Pre-Chorus]
I'm talkin' pedicure on our toes, toes, tryin' on all our clothes, clothes
Boys blowin' up our phones, phones
Drop-toppin', playin' our favorite CDs, pullin' up to the parties
Tryna get a little bit tipsy
[Chorus]
Don't stop, make it pop, DJ, blow my speakers up
Tonight, I'ma fight 'til we see the sunlight
Tick tock on the clock, but the party don't stop, no
Oh, woah, woah, oh, oh, woah, woah, oh
Don't stop, make it pop, DJ, blow my speakers up
Tonight, I'ma fight 'til we see the sunlight
Tick tock on the clock, but the party don't stop, no
Oh, woah, woah, oh, oh, woah, woah, oh

[Verse 2]
Ain't got a care in the world, but got plenty of beer
Ain't got no money in my pocket, but I'm already here
And now the dudes are linin' up, 'cause they hear we got swagger
But we kick 'em to the curb unless they look like Mick Jagger

[Pre-Chorus]
I'm talkin' 'bout everybody gettin' crunk, crunk, boys try to touch my junk, junk
Gonna smack him if he gettin' too drunk, drunk
No-now we go until they kick us out, out or the police shut us down, down
Police shut us down, down, po-po shut us down

[Chorus]
Don't stop, make it pop, DJ, blow my speakers up
Tonight, I'ma fight 'til we see the sunlight
Tick tock on the clock, but the party don't stop, no
Oh, woah, woah, oh, oh, woah, woah, oh
Don't stop, make it pop, DJ, blow my speakers up
Tonight, I'ma fight 'til we see the sunlight
Tick tock on the clock, but the party don't stop, no
Oh, woah, woah, oh, oh, woah, woah, oh
You might also like[Bridge]
(DJ) You build me up, you break me down
My heart, it pounds, yeah, you got me
With my hands up, you got me now
You got that sound, yeah, you got me
(DJ) You build me up, you break me down
My heart, it pounds, yeah, you got me
With my hands up, put your hands up
Put your hands up

[Break]
Now, the party don't start 'til I walk in

[Chorus]
Don't stop, make it pop, DJ, blow my speakers up
Tonight, I'ma fight 'til we see the sunlight
Tick tock on the clock, but the party don't stop, no
Oh, woah, woah, oh, oh, woah, woah, oh
Don't stop, make it pop, DJ, blow my speakers up
Tonight, I'ma fight 'til we see the sunlight
Tick tock on the clock, but the party don't stop, no
Oh, woah, woah, oh, oh, woah, woah, oh58Embed",happy
225,70Vjb8pcNJT2HVfDLC2MJo,Like All My Friends,Francis Karel,62,2022-03-31,0.531,0.401,7,-8.384,1,0.466,0.0,0.0923,0.208,106.178,187919,4,"Like All My Friends Lyrics[Verse 1]
Turn the music up
'Cause I don't wanna think
I don't wanna think about the room I'm in
If my eyes stay shut
Then I don't have to see
I don't have to see how everybody's

[Pre-Chorus]
Got someone they're taking home
I don't wanna sound so cynical, but I
[Chorus]
Wanna fall in love like all my friends
God, they look so happy
And I know I can be
I don't mind my empty bed
But sometimes I get lonely
Want someone to show me how to
Fix a fight, kiss good night, hold me tight
I wanna fall in love like all my friends
Fall in love like all my friends

[Verse 2]
Not a jealous guy
But I got feeling too
I've got myself a missing puzzle piece
We all wanna find
Someone in our youth
Somebody who can make us feel like

[Pre-Chorus]
Everybody's got someone
I'm not usually an optimist but I

[Chorus]
Wanna fall in love like all my friends
God, they look so happy
And I know I can be
I don't mind my empty bed
But sometimes I get lonely
Want someone to show me how to
Fix a fight, kiss good night, hold me tight
I wanna fall in love like all my friends
Fall in love like all my friends
You might also like[Bridge]
Ooh, ooh, fall in love like all my friends
Ooh, ooh, fall in love like all my friends

[Chorus]
Wanna fall in love like all my friends, oh
And I don't mind my empty bed
But sometimes I get lonely
Want someone to show me how to
Fix a fight, kiss good night, hold me tight
I wanna fall in love like all my friends
Fall in love like all my friends1Embed",sad
226,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,88,2019-12-13,0.548,0.816,0,-4.209,1,0.122,0.0,0.335,0.557,95.39,174000,4,"Watermelon Sugar Lyrics[Verse 1]
Tastes like strawberries on a summer evenin'
And it sounds just like a song
I want more berries and that summer feelin'
It's so wonderful and warm

[Pre-Chorus]
Breathe me in, breathe me out
I don't know if I could ever go without
I'm just thinking out loud
I don't know if I could ever go without
[Chorus]
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar

[Verse 2]
Strawberries on a summer evenin'
Baby, you're the end of June
I want your belly and that summer feelin'
Getting washed away in you

[Pre-Chorus]
Breathe me in, breathe me out
I don't know if I could ever go without

[Chorus]
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
You might also like[Post-Chorus]
I just wanna taste it, I just wanna taste it
Watermelon sugar high

[Bridge]
Tastes like strawberries on a summer evenin'
And it sounds just like a song
I want your belly and that summer feelin'
I don't know if I could ever go without

[Chorus]
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high (Sugar)
Watermelon sugar high (Sugar)
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high

[Outro]
I just wanna taste it, I just wanna taste it (Eh-eh-eh)
Watermelon sugar high
I just wanna taste it, I just wanna taste it (Ooh, yeah)
Watermelon sugar high
Watermelon sugar116Embed",relaxed
227,2CVChktEKBsM6v4IfdFU5k,double take,dhruv,4,2019-05-24,0.654,0.434,8,-11.163,1,0.837,0.0,0.216,0.223,109.069,171743,4,"​double take Lyrics[Intro]
Ooh-ooh-ooh-ooh
Ooh-ooh-ooh
Ooh-ooh-ooh-ooh

[Verse 1]
I could say I never dare
To think about you in that way
But, I would be lying
And I pretend I'm happy for you
When you find some dude to take home
But I won't deny that
[Pre-Chorus]
In the midst of the crowds
In the shapes, in the clouds
I don't see nobody but you
In my rose-tinted dreams
Wrinkled silk on my sheets
I don't see nobody but you

[Chorus]
Boy, you got me hooked onto something
Who could say that they saw us coming?
Tell me, do you feel the love?
Spend a summer or a lifetime with me
Let me take you to the place of your dreams
Tell me, do you feel the love?
Ooh-ooh-ooh-ooh

[Verse 2]
And I could say I never unzipped
Those blue Levi's inside my head
But that's far from the truth
Don't know what's come over me
It seems like yesterday when I said
“We'll be friends forever”

[Pre-Chorus]
Constellations of stars
Murals on city walls
I don't see nobody but you
You're my vice, you're my muse
You're a nineteenth floor view
I don't see nobody but you
You might also like[Chorus]
Boy, you got me hooked onto something
Who could say that they saw us coming?
Tell me, do you feel the love?
Spend a summer or a lifetime with me
Let me take you to the place of your dreams
Tell me, do you feel the love?

[Chorus]
Boy, you got me hooked onto something
Who could say that they saw us coming?
Tell me, do you feel the love?
Spend a summer or a lifetime with me
Let me take you to the place of your dreams
Tell me, do you feel the love?

[Outro]
Do you feel the love? (Ooh-ooh-ooh-ooh)
Do you feel the love?
Do you feel the love?
Do you feel the love?
Feel the love
Feel the love15Embed",sad
228,1uviKYHZuM4uINK33F7sCt,Fix It to Break It,Clinton Kane,63,2020-03-27,0.493,0.461,2,-8.524,1,0.845,0.0,0.115,0.35,51.414,198799,4,"Fix It to Break It Lyrics[Verse 1]
Remember that time I made you laugh?
I would give in to hear that sound again
Missing the lines on both sides of your face
And I hate that that's all I have now

[Pre-Chorus]
Am I just fixing it, just to break it?
Am I just hanging in, just so we can drown
Like the love we thought we found?
Now, we're hoping that we don't just hit the ground
[Chorus]
I've been pulling you close, but pushing me further
I've been holdin' it back that I see you're different
Sick of me reminding you
To love me like you say you do
And I've been hurting myself to keep you from leaving
I've been wondering whether we'll last the season
Wish we could've made this work
But now I know that I need more
I need more, oh
I need more
I need more

[Verse 2]
Afraid that I'll lose you in the crowd
I wish that I was a priority
Then you walked out on me with a straight look on your face
And said you've had enough

[Pre-Chorus]
But then you came back in to try to fix it
But never helping me
When I start to drown like the love we thought we found
Is it worth the pain if I should stick around?

[Chorus]
And I've been pulling you close, but pushing me further
I've been holdin' it back that I see you're different
Sick of me reminding you
To love me like you say you do, oh, oh
And I've been hurtin' myself to keep you from leavin'
I've been wondering whether we'll last the season
Wish we could've made this work
But now I know that I need more
And I need more
And I need more
And I need more
You might also like[Outro]
And I need more
I need more3Embed",sad
229,7tN0ceaX3JAz6aVtyXn9mn,Chills,Why Don't We,57,2019-12-30,0.615,0.689,1,-5.332,1,0.00483,0.0,0.177,0.783,162.919,165597,4,"Chills Lyrics[Verse 1: Corbyn Besson]
Coat, laying on the floor
Long December nights are what I've been waitin' for
Pull my hand close to the fire

[Pre-Chorus: Jack Avery]
Shiverin', I'm shiverin', I can't stop
Give me the look, you know the one I want
I've been waiting for
It's so cold, it's so cold, yeah
[Chorus: Zach Herron]
I got chills when you walk
Chills when you talk
Chills every time you say my name
It's the way that it feels when we touch
I can't get enough
Love got me frozen in place

[Post-Chorus: Zach Herron, Corbyn Besson & Daniel Seavey]
Baby, I got chills
Ooh, baby, I got chills
Ooh, baby, I got chills (Yeah)

[Verse 2: Daniel Seavey]
Arms wrapped around my neck ('Round my neck)
You keep me warm
You are the spark igniting me again
Oh, I can't get enough of you, I'm (You, I'm)

[Pre-Chorus: Jack Avery & Daniel Seavey]
Shiverin', I'm shiverin', I can't stop
Give me the look, you know the one I want
I've been waiting for (Ooh)
It's so cold, it's so cold, yeah (It's so cold, it's so cold, yeah)

[Chorus: Zach Herron, Zach Herron & Jack Avery]
I got chills when you walk
Chills when you talk
Chills every time you say my name
It's the way that it feels when we touch
I can't get enough
Love got me frozen in place
You might also like[Post-Chorus: Zach Herron, Corbyn Besson, Daniel Seavey & Jonah Marais]
Baby, I got chills (Baby, I got chills)
Ooh, baby, I got chills (Ooh, baby, I got chills)
Ooh, baby, I got chills (I got chills, I got)

[Verse 3: Jonah Marais & Corbyn Besson]
I think about you every second of the day
My heart used to be so cold, the world used to be so gray
And I know seasons change, but it felt like it never would
No one seemed to understand me but you understood
We could be royalty, I'll be your prince, yeah
Give you that loyalty, don't matter the distance
I'ma love you for who you are 'cause I like that you're different
Tell me anything you wanna say and I'll sit back and listen
Ah, yeah (Ooh, yeah)

[Bridge: Jonah Marais & Daniel Seavey]
And I know we're living busier days
And life be moving so fast, I feel like everything's changin'
But when we kiss, I feel a jump in my heart
The same feeling that I felt from the start (Ooh)
Yeah, baby, I got

[Outro: Zach Herron, Corbyn Besson, Daniel Seavey & Jonah Marais]
I got chills (I got chills, no, oh no no, oh no no)
Ooh, baby, I got chills (Ooh yeah, I got chills)
Ooh, baby, I got chills (Ooh yeah, I got chills)
Oh woah, oh woah, ooh-ooh
Ooh, baby, I got chills52Embed",happy
230,79s5XnCN4TJKTVMSmOx8Ep,Dior,Pop Smoke,82,2019-07-26,0.548,0.805,7,-5.732,1,0.212,0.000389,0.408,0.648,142.094,216387,4,"Dior Lyrics[Intro]
Traphouse Mob
Huh,  roll another one
Said  I'm never lackin', always pistol packing (This is a Melo beat)
With them automatics, we gon' send him to heaven (Huh)
Wait, wait, wait, wait, ayy, ayy, woo (Aw, shit), huh
Oh,  you feelin' sturdy, huh? (You feelin' sturdy, man)
Shake  some', huh
Shake it, huh, shake it, huh, shake it, huh

[Chorus]
She  like the way that I dance
She like the way that I move
She like the way that I rock
She like the way that I woo
And  she let it clap for a nigga
(She let it clap for a nigga)
And she throw it back for a nigga
(Yeah, she throw it back for a nigga)
Mike Amiri, Mike Amiri
Billie Jean, Billie Jean (Uh)
Christian Dior, Dior
I'm up in all the stores
When it rains, it pours
She like the way I rrr
Mike Amiri, Mike Amiri
Billie Jean, Billie Jean (Uh)
Christian Dior, Dior
I'm up in all the stores
When it rains, it pours
She like the way I rrr
[Verse]
When I walk in the spot, thirty on me
Buy out the club, niggas know that I'm paid
Bitch, I'm a thot, get me lit
I can't fuck with these niggas 'cause niggas is gay
All on my page suckin' dick
All in my comments and screamin' my name
While I'm in the club, throwin' them hundreds and fifties and ones and ones
Pop Smoke, they know I'm wildin'
If I'm on the island, I'm snatchin' the cell
Brody got locked, denied his bail (Woo)
Until he free, I'm raisin' hell
Tell my shooters call me FaceTime
For all the times we had to face time
Free D-Nice, he doin' state time
If you need the glizzy, you could take mine
Please don't come out your mouth, you know I'm like that
I'll make a movie like TNT (Baow)
Glock-30 on me, ask who really want it
I bet I air it like BNB
Nappy Blue wildin' in my section
And I keep that .38 for the weapon
Remember when I came home from corrections (Uh-huh)
All the bad bitches in my direction (Uh)

[Chorus]
She like the way that I dance
She like the way that I move
She like the way that I rock
She like the way that I woo
And she let it clap for a nigga
(She let it clap for a nigga)
And she throw it back for a nigga
(Yeah, she throw it back for a nigga)
Mike Amiri, Mike Amiri
Billie Jean, Billie Jean (Uh)
Christian Dior, Dior
I'm up in all the stores
When it rains, it pours
She like the way I rrr
Mike Amiri, Mike Amiri
Billie Jean, Billie Jean (Uh)
Christian Dior, Dior
I'm up in all the stores
When it rains, it pours
She like the way I rrrYou might also like135Embed",angry
231,4yb8suVmTLxvSb8hT6EmT6,this is how i learn to say no,EMELINE,60,2021-08-20,0.378,0.587,10,-7.755,1,0.232,0.0,0.455,0.498,181.452,142966,3,"​this is how i learn to say no Lyrics[Verse 1]
Fuck the apologies
Done being sorry for wanting the things that I want
I broke my back carrying baggage for strangers
Who only ever did me wrong

[Pre-Chorus]
Was it more appeasing when I was just pleasing?
I look good on my knees
Sucks you're never gonna get me back again
When I got healthy, did that make you hate me?
And now, I'm never losing sleep, I'm over it
[Chorus]
This is how I learn to say no
Take your pretty words and go choke
People talk shit, say they're gonna get better
I hold my breath, I can't hold it forever
This is how I lеarn to say no

[Verse 2]
All of the butterflies turnеd into vicious lies
I'd rather be on my own
Tired of people being sad
Told my mom to leave my dad
Sometimes you just gotta go

[Pre-Chorus]
Was it more appeasing when I was just pleasing?
I look good on my knees
Sucks you're never gonna get me back again
When I got healthy, did that make you hate me?
And now, I'm never losing sleep, I'm over it

[Chorus]
This is how I learn to say no
Take your pretty words and go choke
People talk shit, say they're gonna get better
I hold my breath, I can't hold it forever
This is how I learn to say no
(This is how I learn to say no)
You might also like[Outro]
I think what we proved is that we are family, and no matter what, we're always gonna be a fucking familyEmbed",angry
232,7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,Sam Smith,87,2014-05-26,0.677,0.485,5,-5.795,1,0.529,2.04e-05,0.0766,0.493,82.001,239317,4,"I’m Not the Only One Lyrics[Verse 1]
You and me, we made a vow
For better or for worse
I can't believe you let me down
But the proof's in the way it hurts
For months on end, I've had my doubts
Denyin' every tear
I wish this would be over now
But I know that I still need you here

[Chorus]
And you say I'm crazy
'Cause you don't think I know what you've done
But when you call me ""baby""
I know I'm not the only one
[Verse 2]
You've been so unavailable
Now, sadly, I know why
Your heart is unobtainable
Even though Lord knows you kept mine

[Chorus]
And you say I'm crazy
'Cause you don't think I know what you've done
But when you call me ""baby""
I know I'm not the only one

[Bridge]
I have loved you for many years
Maybe I am just not enough
You've made me realise my deepest fear
By lyin' and tearin' us up

[Chorus]
And you say I'm crazy
'Cause you don't think I know what you've done
But when you call me ""baby""
I know I'm not the only one
And you say I'm crazy
'Cause you don't think I know what you've done
But when you call me ""baby""
I know I'm not the only one
You might also like[Outro]
I know I'm not the only one
I know I'm not the only one
And I know, and I know, and I know, and I know, and I know, and I know, know
I know I'm not the only one431Embed",sad
233,5pRElcsPZrgZXkoON2o5Go,Comatose,Skillet,66,2006-10-03,0.359,0.955,4,-2.323,0,0.00116,0.0,0.349,0.446,170.033,230427,4,"Comatose Lyrics[Verse 1]
I hate feeling like this
I'm so tired of trying to fight this
I'm asleep and all I dream of is waking to you
Tell me that you will listen
Your touch is what I'm missing
And the more I hide I realize I'm slowly losing you

[Pre-Chorus]
Comatose
I'll never wake up without an overdose of you
[Chorus]
I don't want to live
I don't want to breathe
'Less I feel you next to me
You take the pain I feel
(Waking up to you never felt so real)
I don't want to sleep
I don't want to dream
'Cause my dreams don't comfort me
The way you make me feel
(Waking up to you never felt so real)

[Verse 2]
I hate living without you
Dead wrong to ever doubt you
But my demons lay in waiting
Tempting me away
Oh, how I adore you
Oh, how I thirst for you
Oh, how I need you

[Pre-Chorus]
Comatose
I'll never wake up without an overdose of you

[Chorus]
I don't want to live
I don't want to breathe
'Less I feel you next to me
You take the pain I feel
(Waking up to you never felt so real)
I don't want to sleep
I don't want to dream
'Cause my dreams don't comfort me
The way you make me feel
(Waking up to you never felt so real)
You might also like[Bridge]
Breathing life
Waking up
My eyes open up

[Pre-Chorus]
Comatose
I'll never wake up without an overdose of you

[Chorus]
I don't want to live
I don't want to breathe
'Less I feel you next to me
You take the pain I feel
(Waking up to you never felt so real)
I don't want to sleep
I don't want to dream
'Cause my dreams don't comfort me
The way you make me feel
(Waking up to you never felt so real)

[Outro]
Oh, how I adore you
Waking up to you never felt so real
Oh, how I thirst for you
Waking up to you never felt so real
Oh, how I adore you, oh
The way you make me feel
Waking up to you never felt so real28Embed",angry
234,4dpgUETtAY1YLAHulN0UtP,Welcome To The Party,Pop Smoke,53,2019-09-13,0.637,0.723,2,-5.547,1,0.0134,7.87e-05,0.196,0.228,143.013,214960,4,"Welcome to the Party Lyrics[Intro]
This is a Melo beat

[Chorus]
Baby, welcome to the party
I'm off the Molly, the Xan, the lean
That's why I'm movin' retarded
(That's why I'm movin' retarded)
Baby, welcome to the party, uh
I hit the boy up and then I go skate in a 'Rari
Baby, welcome to the party
Bitch, I'm a thot, get me lit (Get me lit)
Gun on my hip (Gun on my hip)
One in the head (One in the head)
Ten in the clip (Ten in the clip)
Baby, baby, don't trip
Just lower your tone (Lower your tone)
'Cause you could get hit
[Verse 1]
Don't let that Henny in my system (Nah)
I catch a body, next day I forget it (Next day I forget it)
Nigga, Dread just caught a body (Nigga, Dread just caught a body)
And that's on the gang, nigga, I was just with him, look
Free all my rilla niggas, all my villain niggas
All my killer niggas out the cage
Since a youngin, nigga, I been drillin' niggas
Ma, I'm sorry I'm stuck up in my ways
Ain't nobody ever gave me shit
With this big chip, I had to get paid
And it's 10K to go on stage
And you know the treesh gettin' laid

[Chorus]
Baby, welcome to the party
I'm off the Molly, the Xan, the lean
That's why I'm movin' retarded
(That's why I'm movin' retarded)
Baby, welcome to the party, uh
I hit the boy up and then I go skate in a 'Rari
Baby, welcome to the party
Bitch, I'm a thot, get me lit (Get me lit)
Gun on my hip (Gun on my hip)
One in the head (One in the head)
Ten in the clip (Ten in the clip)
Baby, baby, don't trip
Just lower your tone (Lower your tone)
'Cause you could get hit
You might also like[Verse 2]
It's Big 092MLBOA (Uh), I make a call and it's war
I bet I kick down the door, I bet I send him to the Lord, uh
Got a bad bitch from overseas
Got a 10 pack in my jeans, I'm in Manhattan in these stores, uh
Don't try and run up on my V
I knock a nigga out his sneaks while I'm shellin' down his V, uh
Double G for the tee
No Alicia, I got keys, don't get your car Swiss cheese
Neno cooler then cooler, he still an ooter, he don't settle for nothing, uh
Bluffin', pussy boy, stop all that bluffin'
.380 hold a ruler, I know some niggas that'll shoot you for nothing
Run, Ricky, yeah, he runnin', run, Ricky, yeah he runnin'

[Chorus]
Baby, welcome to the party
I'm off the Molly, the Xan, the lean
That's why I'm movin' retarded
(That's why I'm movin' retarded)
Baby, welcome to the party, uh
I hit the boy up and then I go skate in a 'Rari
Baby, welcome to the party
Bitch, I'm a thot, get me lit (Get me lit)
Gun on my hip (Gun on my hip)
One in the head (One in the head)
Ten in the clip (Ten in the clip)
Baby, baby, don't trip
Just lower your tone (Lower your tone)
'Cause you could get hit44Embed",angry
235,2ZeJRaisaFv5MpXViiQilq,Wires,Athlete,12,2005-01-31,0.501,0.565,3,-6.596,0,0.224,0.000352,0.185,0.469,134.504,260707,4,"Wires Lyrics[Verse 1]
You got wires going in
You got wires coming out of your skin
You got tears making tracks
I got tears that are scared of the facts

[Chorus]
Running down corridors
Through automatic doors
Got to get to you
Got to see this through
I see hope is here in a plastic box
I've seen Christmas lights reflect in your eyes
[Verse 2]
You got wires going in
You got wires coming out of your skin
There's dry blood on your wrist
Your dry blood on my fingertip

[Chorus 2]
Running down corridors
Through automatic doors
Got to get to you
Got to see this through
First night of your life
Curled up on your own
Looking at you now
You would never know

[Bridge]
I see it in your eyes
I see it in your eyes
You'll be alright
I see it in your eyes
I see it in your eyes
You'll be alright
Alright

[Chorus]
Running down corridors
Through automatic doors
Got to get to you
Got to see this through
I see hope is here in a plastic box
I've seen Christmas lights reflect in your eyes
You might also like[Chorus 2]
Down corridors
Through automatic doors
Got to get to you
Got to see this through
First night of your life
Curled up on your own
Looking at you now
You would never know4Embed",happy
236,4G77NVRPheQt9bb3dIizXM,Moody,Sheff G,39,2020-04-03,0.82,0.446,3,-7.797,1,0.821,0.0,0.104,0.626,131.093,102800,4,"Moody Lyrics[Intro]
Look
Old shit sound like they new shit
I bet you already knew this (I bet you already knew this)
Look (Look), look (Look)
Look (Look), look (Look, Great John on the beat, by the way)

[Chorus]
My old shit sound like they new shit
I bet you already knew this, look
Bitches around 'cause the crew lit
I play with numbers like I was a pool stick, look
Don't fuck around, we get moody (Don't fuck around, we get moody)
Don't fuck around, we get moody, look
Don't fuck around, we get moody
Shots in directions like we making movies, look
[Verse]
Is you retarded?
This a function, not a party
I'm bustin' my moves, uh (Moves)
Don't get me started
We be finishing our problems
They know how we move, look (Move)
We get it lit, huh
Chopper bustin', they gon dip, huh
They get snatched and watch 'em six, huh
They get hit and watch 'em tell, huh, look
Run and tellin' 12
2012, name been ringing like bells
'90s baby, I was probably like twelve, look
Do a hit by myself
Ain't no college, I read books in the cell, look
Had to learn on my own
Couldn't teach me, felt like I already know
Felt like I already know, look, look

[Chorus]
My old shit sound like they new shit
I bet you already knew this, look
Bitches around 'cause the crew lit
I play with numbers like I was a pool stick, look
Don't fuck around, we get moody
Don't fuck around, we get moody, look
Don't fuck around, we get moody
Shots in directions like we making movies, look
My old shit sound like they new shit
I bet you already knew this, look
Bitches around 'cause the crew lit
I play with numbers like I was a pool stick, look
Don't fuck around, we get moody
Don't fuck around, we get moody, look
Don't fuck around, we get moody
Shots in directions like we making movies, lookYou might also like1Embed",angry
237,0vQM29chWYNTrqPoirulxI,Love Is a Drug,Papithbk,10,2018-10-24,0.841,0.406,7,-12.389,1,0.791,0.0,0.0872,0.384,110.061,97907,4,"Love Is a Drug Lyrics[Verse]
Uh
I don't understand it
Giving my emotions and they take it all for granted
I can never trust another single woman on this planet
I give you the world
And guaranteed, you would still take advantage of the boy, nigga damn it
I mean, look at all the damage that you leavin'
You can never find better, girl I mean it
The combination while your hair tied, pull your hair back
You ain't Christian, but I had you screamin' ""Jesus""
I swear you'll never find a better nigga
But I'ma find a girl that make it thicker
And you too busy taking selfies with niggas
You probably couldn't see the bigger picture
I regret
Every single text that I sent
And every single little word that I said and time spent
You was just a hoe, was too dumb to notice
They say that love's a drug
I guess I overdosed, damn
[Outro]
Yeah, uh, yeah, yeah
Yeah, uh, yeah, uh, yeah, uh
Feeling it all
Swear I never thought that I would feel it at all, yeah
Somethin'
Somethin' new, somethin' new, yeahYou might also like10Embed",sad
